lon,lat,tag,predict
114.371183,35.406005,1,1
114.371182,35.405925,1,1
114.371161,35.405852,1,1
114.371154,35.405847,1,1
114.371137,35.40587,1,1
114.371145,35.405859,1,1
114.371148,35.405862,1,1
114.371144,35.405867,1,1
114.371145,35.405867,1,1
114.371148,35.40587,1,1
114.371146,35.405872,1,1
114.371145,35.405875,1,1
114.371174,35.405852,1,1
114.371166,35.405855,1,1
114.371162,35.405847,1,1
114.371256,35.405828,1,1
114.371375,35.405808,1,1
114.371504,35.405788,1,1
114.371634,35.405765,1,1
114.371763,35.405743,1,1
114.371889,35.405718,1,1
114.372015,35.405698,1,1
114.372141,35.405678,1,1
114.37227,35.405658,1,1
114.3724,35.405636,1,1
114.372529,35.405616,1,1
114.372656,35.405602,1,1
114.372787,35.4056,1,1
114.372816,35.405611,1,1
114.372799,35.405605,1,1
114.372827,35.405658,1,1
114.372819,35.405724,1,1
114.3728,35.405768,1,1
114.372828,35.405748,1,1
114.372819,35.405745,1,1
114.372772,35.405741,1,1
114.372656,35.405757,1,1
114.372527,35.405779,1,1
114.372399,35.405799,1,1
114.37227,35.405821,1,1
114.372141,35.405845,1,1
114.372016,35.405867,1,1
114.371891,35.40589,1,1
114.371767,35.405914,1,1
114.371646,35.405934,1,1
114.371527,35.405952,1,1
114.37141,35.405973,1,1
114.371295,35.405993,1,1
114.371181,35.40601,1,1
114.371168,35.406018,1,1
114.371142,35.405977,1,1
114.371132,35.405906,1,1
114.371157,35.405869,1,1
114.371228,35.405855,1,1
114.37135,35.405839,1,1
114.371492,35.405825,1,1
114.371652,35.405804,1,1
114.37178,35.405783,1,1
114.371881,35.405766,1,1
114.372026,35.405737,1,1
114.372146,35.405718,1,1
114.372246,35.405701,1,1
114.372399,35.405676,1,1
114.3725,35.405661,1,1
114.372618,35.405642,1,1
114.372755,35.405634,1,1
114.372837,35.405687,1,1
114.372821,35.405735,1,1
114.372837,35.40572,1,1
114.372828,35.405715,1,1
114.372817,35.405723,1,1
114.372805,35.405729,1,1
114.372754,35.405732,1,1
114.37264,35.405751,1,1
114.372487,35.405774,1,1
114.372361,35.405794,1,1
114.37226,35.405808,1,1
114.372107,35.405831,1,1
114.371983,35.405852,1,1
114.371861,35.405872,1,1
114.371774,35.405889,1,1
114.371647,35.405912,1,1
114.371533,35.405929,1,1
114.371418,35.405949,1,1
114.371313,35.405965,1,1
114.371212,35.40598,1,1
114.371149,35.405991,1,1
114.371176,35.406001,1,1
114.371136,35.405952,1,1
114.371155,35.405901,1,1
114.3712,35.405876,1,1
114.371318,35.405861,1,1
114.371443,35.405847,1,1
114.371565,35.405835,1,1
114.371684,35.405817,1,1
114.371807,35.405799,1,1
114.371924,35.405777,1,1
114.372039,35.405759,1,1
114.372151,35.40574,1,1
114.372264,35.405721,1,1
114.372386,35.4057,1,1
114.37251,35.405678,1,1
114.372628,35.405661,1,1
114.372752,35.405642,1,1
114.372832,35.405653,1,1
114.372837,35.405695,1,1
114.372827,35.405673,1,1
114.372808,35.405622,1,1
114.372798,35.405661,1,1
114.372767,35.405704,1,1
114.372793,35.405687,1,1
114.372814,35.405684,1,1
114.372761,35.405697,1,1
114.372631,35.405723,1,1
114.372502,35.405737,1,1
114.372375,35.405751,1,1
114.372247,35.405769,1,1
114.372122,35.405788,1,1
114.372,35.405808,1,1
114.371879,35.405828,1,1
114.371774,35.405844,1,1
114.37169,35.405855,1,1
114.371604,35.40587,1,1
114.371478,35.405889,1,1
114.371379,35.405907,1,1
114.371296,35.405923,1,1
114.371193,35.405938,1,1
114.371241,35.405929,1,1
114.371283,35.405923,1,1
114.371224,35.40594,1,1
114.371155,35.405948,1,1
114.371171,35.405979,1,1
114.37115,35.405954,1,1
114.371161,35.405904,1,1
114.371163,35.405907,1,1
114.371148,35.405929,1,1
114.371185,35.405918,1,1
114.371264,35.405906,1,1
114.371385,35.405892,1,1
114.371509,35.405875,1,1
114.371628,35.405858,1,1
114.371752,35.405836,1,1
114.371874,35.405817,1,1
114.371992,35.405796,1,1
114.372107,35.405777,1,1
114.372202,35.40576,1,1
114.372341,35.405738,1,1
114.372461,35.405718,1,1
114.372583,35.405697,1,1
114.37268,35.405681,1,1
114.372789,35.405658,1,1
114.372806,35.405662,1,1
114.372781,35.40565,1,1
114.37281,35.405681,1,1
114.372806,35.405656,1,1
114.372793,35.405622,1,1
114.3728,35.405633,1,1
114.372781,35.405664,1,1
114.372763,35.405692,1,1
114.372787,35.405675,1,1
114.372798,35.405667,1,1
114.372766,35.405675,1,1
114.372646,35.405695,1,1
114.372518,35.405709,1,1
114.372393,35.405731,1,1
114.372265,35.405748,1,1
114.372139,35.405771,1,1
114.372016,35.405794,1,1
114.371894,35.405813,1,1
114.371798,35.405831,1,1
114.371719,35.405845,1,1
114.371602,35.405867,1,1
114.37148,35.405886,1,1
114.371358,35.405907,1,1
114.371238,35.405929,1,1
114.371194,35.40594,1,1
114.371193,35.40594,1,1
114.371191,35.405937,1,1
114.37119,35.405938,1,1
114.371181,35.405938,1,1
114.371199,35.40594,1,1
114.371213,35.405943,1,1
114.371161,35.405923,1,1
114.37114,35.405901,1,1
114.371139,35.4059,1,1
114.371143,35.4059,1,1
114.371144,35.405898,1,1
114.371145,35.405897,1,1
114.371145,35.405895,1,1
114.371146,35.405895,1,1
114.371142,35.405901,1,1
114.371143,35.405903,1,1
114.371142,35.405903,1,1
114.371139,35.405901,1,1
114.371139,35.405903,1,1
114.371137,35.405904,1,1
114.371134,35.405906,1,1
114.371132,35.405909,1,1
114.371131,35.405909,1,1
114.371128,35.405912,1,1
114.371128,35.405914,1,1
114.371128,35.405911,1,1
114.371129,35.405909,1,1
114.371133,35.405911,1,1
114.371133,35.405912,1,1
114.371134,35.405914,1,1
114.371134,35.405912,1,1
114.371134,35.405911,1,1
114.371136,35.405911,1,1
114.371136,35.405909,1,1
114.371137,35.405909,1,1
114.371138,35.405909,1,1
114.371138,35.405907,1,1
114.371139,35.405907,1,1
114.371138,35.405904,1,1
114.371127,35.405889,1,1
114.371106,35.405875,1,1
114.371104,35.405873,1,1
114.371103,35.405873,1,1
114.371093,35.40587,1,1
114.371065,35.405856,1,1
114.371021,35.405835,1,1
114.370974,35.405836,1,1
114.37092,35.405839,1,1
114.370859,35.405838,1,1
114.370794,35.405845,1,1
114.370711,35.405858,1,1
114.370625,35.405872,1,1
114.370537,35.405886,1,1
114.370436,35.405903,1,1
114.370341,35.405918,1,1
114.370254,35.405932,1,1
114.370197,35.405943,1,1
114.370108,35.405957,1,1
114.37003,35.405971,1,1
114.369951,35.405985,1,1
114.36987,35.406001,1,1
114.36978,35.406016,1,1
114.36969,35.40603,1,1
114.369603,35.406046,1,1
114.369534,35.406055,1,1
114.369495,35.406064,1,1
114.369538,35.406055,1,1
114.369568,35.40605,1,1
114.369622,35.406038,1,1
114.369697,35.406022,1,1
114.369747,35.406014,1,1
114.369691,35.406016,1,1
114.369631,35.406011,1,1
114.369542,35.406027,1,1
114.369489,35.406038,1,1
114.369524,35.406038,1,1
114.369578,35.406038,1,1
114.369567,35.406041,1,1
114.369502,35.406027,1,1
114.369508,35.406032,1,1
114.369517,35.406041,1,1
114.369504,35.406019,1,1
114.369488,35.405979,1,1
114.369488,35.406018,1,1
114.369489,35.406013,1,1
114.369505,35.406005,1,1
114.369488,35.406024,1,1
114.369506,35.406008,1,1
114.3695,35.406013,1,1
114.369528,35.406007,1,1
114.369597,35.405996,1,1
114.369643,35.405988,1,1
114.36972,35.405977,1,1
114.369811,35.405965,1,1
114.369889,35.405951,1,1
114.369975,35.405937,1,1
114.370053,35.405923,1,1
114.370136,35.405907,1,1
114.370213,35.405897,1,1
114.370271,35.405886,1,1
114.370337,35.405875,1,1
114.370434,35.405859,1,1
114.370509,35.405847,1,1
114.37059,35.405833,1,1
114.370672,35.405816,1,1
114.370749,35.405805,1,1
114.370804,35.405796,1,1
114.370886,35.405782,1,1
114.370956,35.405769,1,1
114.371019,35.405759,1,1
114.370996,35.405763,1,1
114.370913,35.40578,1,1
114.370849,35.405791,1,1
114.370895,35.405788,1,1
114.370969,35.405793,1,1
114.371031,35.405785,1,1
114.370994,35.405785,1,1
114.370992,35.405783,1,1
114.371049,35.40581,1,1
114.371032,35.405782,1,1
114.371033,35.405783,1,1
114.371048,35.405827,1,1
114.371044,35.405836,1,1
114.371054,35.4058,1,1
114.371052,35.405796,1,1
114.371049,35.405791,1,1
114.371048,35.40581,1,1
114.37102,35.405836,1,1
114.371049,35.405813,1,1
114.37105,35.405816,1,1
114.371048,35.405813,1,1
114.371042,35.405813,1,1
114.371035,35.405817,1,1
114.371033,35.405819,1,1
114.371031,35.405819,1,1
114.371031,35.405817,1,1
114.37103,35.405819,1,1
114.371031,35.405816,1,1
114.371031,35.405814,1,1
114.371031,35.405813,1,1
114.371011,35.405825,1,1
114.371011,35.405825,1,1
114.370969,35.405841,1,1
114.370963,35.405847,1,1
114.370981,35.405847,1,1
114.370982,35.405844,1,1
114.370936,35.405841,1,1
114.370852,35.405827,1,1
114.37078,35.405833,1,1
114.370712,35.40585,1,1
114.370632,35.405864,1,1
114.370551,35.405881,1,1
114.370478,35.405895,1,1
114.370401,35.405912,1,1
114.37031,35.405926,1,1
114.370255,35.405934,1,1
114.370182,35.405946,1,1
114.370093,35.405965,1,1
114.370035,35.405979,1,1
114.369947,35.405993,1,1
114.369878,35.406007,1,1
114.369804,35.406019,1,1
114.369731,35.40603,1,1
114.369649,35.406041,1,1
114.369544,35.406061,1,1
114.369489,35.406072,1,1
114.369476,35.406069,1,1
114.369487,35.406058,1,1
114.369483,35.406078,1,1
114.369478,35.406066,1,1
114.369512,35.406098,1,1
114.369512,35.406095,1,1
114.369517,35.406095,1,1
114.369567,35.406095,1,1
114.369634,35.406092,1,1
114.369694,35.406086,1,1
114.369794,35.406075,1,1
114.369894,35.406061,1,1
114.369983,35.406047,1,1
114.370059,35.406036,1,1
114.370158,35.406024,1,1
114.370247,35.406011,1,1
114.370334,35.405999,1,1
114.370424,35.405985,1,1
114.37051,35.40597,1,1
114.370592,35.405954,1,1
114.370679,35.40594,1,1
114.370762,35.405925,1,1
114.370852,35.405909,1,1
114.370928,35.405892,1,1
114.370913,35.405889,1,1
114.370851,35.405892,1,1
114.37089,35.405881,1,1
114.370964,35.405859,1,1
114.371039,35.405844,1,1
114.371005,35.405847,1,1
114.370923,35.405862,1,1
114.370834,35.405866,1,1
114.370797,35.405864,1,1
114.370862,35.405842,1,1
114.370939,35.405831,1,1
114.371001,35.405824,1,1
114.371053,35.405814,1,1
114.371014,35.40585,1,1
114.371028,35.405802,1,1
114.371013,35.405771,1,1
114.371026,35.405783,1,1
114.371037,35.40578,1,1
114.371032,35.405777,1,1
114.370974,35.40578,1,1
114.370903,35.40579,1,1
114.370812,35.405808,1,1
114.370763,35.405816,1,1
114.370676,35.405831,1,1
114.370615,35.405841,1,1
114.370541,35.405853,1,1
114.370459,35.405869,1,1
114.370405,35.405878,1,1
114.370338,35.405892,1,1
114.370268,35.405903,1,1
114.370215,35.405914,1,1
114.370131,35.405928,1,1
114.370046,35.405942,1,1
114.369991,35.405951,1,1
114.369919,35.405962,1,1
114.369828,35.405977,1,1
114.369759,35.405991,1,1
114.369701,35.406001,1,1
114.369628,35.406013,1,1
114.369553,35.406024,1,1
114.369517,35.40603,1,1
114.369527,35.40603,1,1
114.36954,35.406027,1,1
114.369541,35.406027,1,1
114.369542,35.406028,1,1
114.369545,35.406028,1,1
114.369547,35.406028,1,1
114.369549,35.406027,1,1
114.369551,35.406027,1,1
114.369553,35.406027,1,1
114.369556,35.406027,1,1
114.369557,35.406027,1,1
114.369558,35.406025,1,1
114.36956,35.406025,1,1
114.369562,35.406025,1,1
114.369563,35.406024,1,1
114.369564,35.406024,1,1
114.369564,35.406022,1,1
114.369566,35.406022,1,1
114.369567,35.406021,1,1
114.369567,35.406022,1,1
114.369567,35.406022,1,1
114.369568,35.406022,1,1
114.369564,35.406019,1,1
114.369563,35.406019,1,1
114.369562,35.406019,1,1
114.369562,35.406018,1,1
114.369566,35.406019,1,1
114.369589,35.406019,1,1
114.369619,35.40603,1,1
114.36964,35.406041,1,1
114.369628,35.406024,1,1
114.369625,35.405994,1,1
114.369642,35.405974,1,1
114.369741,35.405954,1,1
114.369861,35.405934,1,1
114.370018,35.405909,1,1
114.370127,35.40589,1,1
114.370265,35.405867,1,1
114.370428,35.405839,1,1
114.370536,35.405822,1,1
114.370673,35.405799,1,1
114.370807,35.405777,1,1
114.370892,35.405766,1,1
114.370929,35.40576,1,1
114.37093,35.40576,1,1
114.370931,35.405762,1,1
114.370932,35.405762,1,1
114.370934,35.40576,1,1
114.370935,35.40576,1,1
114.370968,35.405759,1,1
114.371008,35.405779,1,1
114.371031,35.405804,1,1
114.371052,35.405833,1,1
114.371082,35.405869,1,1
114.371122,35.405912,1,1
114.371163,35.405977,1,1
114.371201,35.406025,1,1
114.371264,35.406041,1,1
114.371364,35.406025,1,1
114.3715,35.406005,1,1
114.371639,35.405983,1,1
114.371778,35.40596,1,1
114.371879,35.405943,1,1
114.371911,35.405937,1,1
114.371934,35.405931,1,1
114.371936,35.405929,1,1
114.371937,35.405928,1,1
114.371938,35.405928,1,1
114.37196,35.405925,1,1
114.37201,35.405931,1,1
114.372071,35.405932,1,1
114.372138,35.405929,1,1
114.372203,35.40592,1,1
114.372302,35.405906,1,1
114.372427,35.405884,1,1
114.372542,35.405864,1,1
114.372663,35.405847,1,1
114.37278,35.405827,1,1
114.372883,35.405813,1,1
114.372895,35.405807,1,1
114.372834,35.405817,1,1
114.372777,35.405824,1,1
114.372725,35.405833,1,1
114.372719,35.405831,1,1
114.372805,35.40583,1,1
114.372889,35.405821,1,1
114.372906,35.405814,1,1
114.372846,35.405816,1,1
114.372829,35.405816,1,1
114.372894,35.405824,1,1
114.372938,35.405821,1,1
114.372895,35.40581,1,1
114.3729,35.405825,1,1
114.372933,35.40585,1,1
114.372918,35.405831,1,1
114.372907,35.405816,1,1
114.372941,35.405844,1,1
114.372956,35.40587,1,1
114.372968,35.405898,1,1
114.372971,35.405929,1,1
114.37299,35.405957,1,1
114.373003,35.405983,1,1
114.372992,35.405968,1,1
114.372973,35.405923,1,1
114.372945,35.40589,1,1
114.372933,35.405866,1,1
114.372923,35.405841,1,1
114.372933,35.405858,1,1
114.372945,35.405914,1,1
114.372958,35.405973,1,1
114.372973,35.40601,1,1
114.372968,35.405974,1,1
114.372961,35.405948,1,1
114.372963,35.405948,1,1
114.372962,35.405993,1,1
114.37296,35.406001,1,1
114.372956,35.405999,1,1
114.372967,35.405987,1,1
114.372972,35.405985,1,1
114.372928,35.406007,1,1
114.372866,35.406021,1,1
114.372777,35.406028,1,1
114.372686,35.406039,1,1
114.372592,35.406055,1,1
114.372499,35.406069,1,1
114.372409,35.406086,1,1
114.372333,35.406097,1,1
114.372221,35.406115,1,1
114.372129,35.406132,1,1
114.372046,35.406145,1,1
114.372066,35.406143,1,1
114.372123,35.406131,1,1
114.372191,35.40612,1,1
114.37227,35.406109,1,1
114.37228,35.406109,1,1
114.372255,35.406114,1,1
114.372196,35.406114,1,1
114.37213,35.406112,1,1
114.37206,35.406123,1,1
114.372033,35.406126,1,1
114.372086,35.406123,1,1
114.372138,35.406122,1,1
114.372073,35.406111,1,1
114.372027,35.406109,1,1
114.372067,35.406122,1,1
114.372055,35.406111,1,1
114.372018,35.406095,1,1
114.372039,35.406114,1,1
114.372022,35.406089,1,1
114.372006,35.40605,1,1
114.371996,35.405996,1,1
114.371987,35.40594,1,1
114.371988,35.405946,1,1
114.371995,35.405974,1,1
114.372004,35.40601,1,1
114.372022,35.406055,1,1
114.372037,35.406089,1,1
114.372023,35.40607,1,1
114.372018,35.406032,1,1
114.372018,35.40598,1,1
114.372017,35.405945,1,1
114.37202,35.40599,1,1
114.372016,35.406033,1,1
114.372015,35.406013,1,1
114.372041,35.40594,1,1
114.372033,35.405943,1,1
114.372023,35.405962,1,1
114.372022,35.405968,1,1
114.372071,35.405946,1,1
114.372175,35.405923,1,1
114.37228,35.405906,1,1
114.372359,35.405897,1,1
114.372437,35.405881,1,1
114.372577,35.405856,1,1
114.372686,35.405838,1,1
114.372786,35.405822,1,1
114.372893,35.405824,1,1
114.372951,35.405839,1,1
114.372929,35.405833,1,1
114.372911,35.405813,1,1
114.372922,35.405847,1,1
114.372927,35.405903,1,1
114.372934,35.40596,1,1
114.372935,35.405987,1,1
114.372932,35.405985,1,1
114.372943,35.405957,1,1
114.372946,35.405956,1,1
114.372857,35.405991,1,1
114.372736,35.40601,1,1
114.372629,35.406027,1,1
114.372519,35.406041,1,1
114.372414,35.406055,1,1
114.372311,35.406072,1,1
114.372167,35.406095,1,1
114.372058,35.406114,1,1
114.37205,35.406111,1,1
114.372051,35.406134,1,1
114.372037,35.406075,1,1
114.372024,35.406013,1,1
114.37202,35.405971,1,1
114.372017,35.405988,1,1
114.372022,35.406041,1,1
114.372022,35.406027,1,1
114.372045,35.40598,1,1
114.372043,35.405979,1,1
114.372022,35.405993,1,1
114.3721,35.405971,1,1
114.372192,35.405962,1,1
